T0_infall,T0_sf,T_infall,T_sf
2.81703501972748,4.871305376121066,2.8,1.4
4.753984884384572,2.769249963037226,3.5,2.5
3.965678328147333,0.669729808561807,6.0,5.71
0.04043391912566918,2.3375772842527014,8.0,10.0
1.8822152327462505,1.0127339932658153,7.0,14.3
